prompt,target
"Question: what is printed with ink and distributed daily?
Choices: A) fountain pen B) squid C) newspaper D) book E) printer
Answer:",C
"Question: What are people likely to do when an unexpected decent outcome occurs?
Choices: A) kill each other B) thank god C) experience pain D) hatred E) talk to each other
Answer:",B
"Question: The terrace had Kanji written on it, indicating that it was made where?
Choices: A) japan B) rice paddy C) garden D) michigan E) italy
Answer:",A
"Question: The company sent off many purchases, they used recycled cardboard as their what?
Choices: A) packaging materials B) recycle bin C) box factory D) warehouse E) bowler hats
Answer:",A
"Question: Why might a person be known as a liar?
Choices: A) have no home B) false information C) hungry D) made fun of E) brain tumor
Answer:",B
"Question: The child was politely waiting for dessert, he was eventually rewarded for his what?
Choices: A) timing B) expenditure of time C) getting bored D) anger E) patience
Answer:",E
"Question: The man was giving assistance to a pan handler in the streets, how did he give assistance?
Choices: A) feeling good B) killing C) law suits D) out of pocket E) feel loved
Answer:",D
"Question: What do you call the caretakers of a child?
Choices: A) principal B) birth C) loving couple D) act of sex E) parents
Answer:",E
"Question: Where would you run in to a niece you only see every one and a while?
Choices: A) family reunion B) brother's house C) family picture book D) family tree E) party
Answer:",A
"Question: Working on the elaborate task was taxing, it require extreme what?
Choices: A) holding B) concentration C) energy D) job E) energh
Answer:",B
"Question: What may you have after awaking after a night of heavy drinking?
Choices: A) get up B) discomfort C) discomfort D) headache E) shock
Answer:",D
"Question: What uses a ribbon to put words on paper?
Choices: A) wrapping paper B) girl's hair C) bath D) floral arrangement E) typewriter
Answer:",E
"Question: Where are sheep likely to live?
Choices: A) school B) meadow C) lamb D) farm E) fairgrounds
Answer:",D
"Question: If I was watching TV on the couch and the air was stuffy, I might turn the fan on to make the what more comfortable?
Choices: A) hockey game B) living room C) bathroom D) football stadium E) hot room
Answer:",B
"Question: While walking the student needed to store his writing insturment away, where did he put it?
Choices: A) desk drawer B) cabinet C) purse D) classroom E) pocket
Answer:",E
"Question: Who watches a play in an auditorium?
Choices: A) building B) crowd C) city D) group E) high school
Answer:",B
"Question: What is a possible outcome for committing murder?
Choices: A) problems B) incarceration C) trial D) imprisonment E) prosecution
Answer:",D
"Question: where is a good place to obtain new soap?
Choices: A) supermarket B) washing C) cabinet D) own home E) sink
Answer:",A
"Question: What do people do for food?
Choices: A) talk to each other B) complete job C) wear hats D) kill animals E) believe in god
Answer:",D
"Question: There was many a bottle to choose from behind the cashier where?
Choices: A) grocery store B) diaper bag C) gas station D) liquor store E) medicine cabinet
Answer:",D
"Question: They had to know where to go, they got on the national highway after consulting the what?
Choices: A) canada B) atlas C) united states D) major cities E) book
Answer:",B
"Question: What do professors primarily do?
Choices: A) master physics B) state facts C) wear wrinkled tweed jackets D) school students E) teach courses
Answer:",E
"Question: Where do you throw a ball at pins?
Choices: A) bowling alley B) football stadium C) soccer field D) sporting event E) sporting goods store
Answer:",A
"Question: What might you need to do cleaning?
Choices: A) sing a song B) neatness C) allergies D) healthy living E) using water
Answer:",E
"Question: If i were to spit a lot without noticing i may have extra what?
Choices: A) phlegm B) saliva nd mouth C) disease D) germs E) spittle
Answer:",B
"Question: If student got a list of supplies from class like paper and pencils, their parent would have to go where?
Choices: A) classroom B) parking garage C) store D) backpack E) cabinet
Answer:",C
"Question: Why do young people swallow semen ?
Choices: A) you're into B) prostitute C) you're curious D) curiosity E) heterosexual woman in love
Answer:",C
"Question: Sally was standing in queue.  The line was very, very slow.  What was she feeling?
Choices: A) frustration B) delays C) being annoyed D) moving forward E) progress
Answer:",A
"Question: What is the animal trying to accomplish?
Choices: A) sand trap B) live long C) leave home D) feel pain E) eating
Answer:",B
"Question: James and Holly went dancing together. As they danced, he  pressed himself against her what?
Choices: A) euphoria B) moving body C) rhythmic movement D) happiness E) fatigue
Answer:",B
"Question: If a house has a subscription, what likely shows up in the driveway every morning?
Choices: A) subdivision B) newspaper C) street D) laundry mat E) surface of earth
Answer:",B
"Question: What does a person do when they feel dirty?
Choices: A) feel lucky B) cross street C) wash themselves D) eat E) wonder what happened
Answer:",C
"Question: After the weight cut he was worried about his energy levels, but this was part of participating in a what?
Choices: A) work B) wrestle C) play sports D) matter E) sleep
Answer:",B
"Question: what does a person do to stay healthy?
Choices: A) fever B) eat every day C) excited D) headache E) expressive
Answer:",B
"Question: Who is the guard here for?
Choices: A) man post B) attack C) intimidation D) prisoner E) unprotected
Answer:",D
"Question: If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?
Choices: A) express information B) dance C) library D) go somewhere E) study
Answer:",A
"Question: Where can you keep letter opener when it likely to be needed soon?
Choices: A) office supply store B) stationery store C) dek D) martyr's chest E) refrigerator
Answer:",C
"Question: Danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive.  But it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain.   Where might this place be?
Choices: A) brothel B) restaurant C) building D) bowling alley E) at hotel
Answer:",E
"Question: What do people need to do to change their lives?
Choices: A) face problems B) better themselves C) pay bills D) become disillusioned E) eat chicken
Answer:",A
"Question: Humans need shelter to survive.  They usually find shelter where?
Choices: A) underpass B) homes C) workplace D) school E) space shuttle
Answer:",B
"Question: Someone who had a very bad flight might be given a trip in this to make up for it?
Choices: A) first class B) propitious C) reputable D) one E) sufficient
Answer:",A
"Question: Nature can be good and bad for the person who walks, what are some things?
Choices: A) seeing bear B) see beautiful views C) get wet D) getting lost E) murdered by a landshark
Answer:",B
"Question: Jim decided to lose weight.  He thought that exercise is the best way to lose weight because you can't get rid of what?
Choices: A) need for food B) fitness C) sweating D) fastfood E) thirst
Answer:",A
"Question: Nature creates more beautiful structures than those that are what?
Choices: A) artificial B) indoors C) city D) man made E) eat cake
Answer:",D
"Question: The water in clouds turn in to what when it gets cold?
Choices: A) typhoon B) snowflake C) laddle D) teardrops E) sink
Answer:",B
"Question: What southern U.S. state is know for having many swamps?
Choices: A) wetlands B) new york C) michigan D) louisiana E) river delta
Answer:",D
"Question: When going to sleep what happens to your body?
Choices: A) snoring B) latency C) dreams D) relaxation E) dreaming
Answer:",D
"Question: Where is a monkey likely to enjoy being?
Choices: A) banana tree B) sailor suit C) theatre D) mulberry bush E) research laboratory
Answer:",A
"Question: What is a form of anaerobic exercising?
Choices: A) shortness of breath B) lift weights C) error D) fall down E) run
Answer:",E
"Question: The earth is one planet in what?
Choices: A) tree B) orbit C) solar system D) fotograph E) dreams
Answer:",C
"Question: Where would you put a container can after you buy it?
Choices: A) pantry B) store C) gas D) liquid E) garage
Answer:",E
"Question: Where did you meet your best friend since Kindergarten?
Choices: A) friend's house B) school C) fraternity house D) internet cafe E) airplane
Answer:",B
"Question: James was below the balloon.  He watched it rise.  What direction did he look in?
Choices: A) upstairs B) aloft C) diagonal D) upstream E) upwards
Answer:",E
"Question: John and Tim like playing. It makes them what?
Choices: A) feeling happy B) learning C) injury D) burn E) get hungry
Answer:",A
"Question: What could happen if someone is seeing new presents at a birthday party?
Choices: A) envy B) jealousy C) education D) fear E) excitement
Answer:",E
"Question: Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped?
Choices: A) meat loaf B) bedroom C) microwave D) living room E) floor
Answer:",C
"Question: Why would a person put flowers in a room with dirty gym socks?
Choices: A) continue to grow B) plant themselves C) many colors D) smell good E) make pretty
Answer:",D
"Question: The table wasn't level.  some parts were higher and some were lower with no rhyme or reason.   It was very what?
Choices: A) electrical circuit B) build evenly C) uneven D) unbalanced E) tilted
Answer:",C
"Question: The person signed up for home insurance, what is he seeking?
Choices: A) financial security B) live well C) good relationship D) compliments E) discounted furniture
Answer:",A
"Question: James know that committing murder was wrong, but he thought that he could get away with it.  He was really troubled  and fearful because of what?
Choices: A) happiness B) problems C) prosecution D) distress E) misery
Answer:",C
"Question: How can someone die from eating hamburger?
Choices: A) gas B) getting full C) mad cow disease D) death E) feel full
Answer:",C
"Question: Where would using a boat not require navigation skills?
Choices: A) water B) ocean C) garage D) harbor E) river
Answer:",E
"Question: What does a self assured person often do?
Choices: A) acknowledgment B) focused C) know what time D) feel important E) trust himself
Answer:",D
"Question: He was very outgoing, for him making friends was no personal what?
Choices: A) scary B) having friends C) good feeling D) conflict E) friendship
Answer:",D
"Question: What do you feel when giving assistance to the needy?
Choices: A) reward B) boredom C) pleasure D) happiness E) satisfaction
Answer:",E
"Question: Paul wants carrots and doesn't need to drive anywhere. He gets them from where?
Choices: A) refrigerator B) store C) farmer's market D) supermarket E) dryer
Answer:",A
"Question: He was a sloppy eater, so where did he leave a mess?
Choices: A) sailboat B) desk C) closet D) table E) apartment
Answer:",D
"Question: What does every person want?
Choices: A) life partner B) larger house C) second chances D) money E) headache
Answer:",A
"Question: If a small flying animal picks up a string, where are they taking it?
Choices: A) bird's nest B) park C) guitar D) kite E) quark
Answer:",A
"Question: He had no issue committing perjury, he had a what that he would get away with it?
Choices: A) confidence B) go to jail C) telling lies D) lying E) manual
Answer:",A
"Question: What could go to a tennis court?
Choices: A) desert B) college campus C) recreational center D) athletic club E) park
Answer:",D
"Question: What could you use to fill a cup and then drink from it?
Choices: A) sand box B) kitchen cabinet C) waterfall D) water fountain E) table
Answer:",D
"Question: The two played video games all night in the living room, he enjoyed visiting where?
Choices: A) formal seating B) friend's house C) movies D) home E) apartment
Answer:",B
"Question: The weasel ran up away from danger, somebody joked only our first president could get him down from the what?
Choices: A) washington dc B) ladder C) natural history museum D) cherry tree E) chicken coop
Answer:",D
"Question: If you were looking for a blowfish, you wouldn't look on dry land, you'd look in a what?
Choices: A) fish market B) jungle C) sea water D) body of water E) soup
Answer:",D
"Question: George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?
Choices: A) jet engine B) helicopter C) electric motor D) rotator E) electrical circuit
Answer:",A
"Question: The poker dealer spread the flop of cards across the what?
Choices: A) players B) play games C) casino D) table E) toy store
Answer:",D
"Question: Where is a salt shaker most often kept?
Choices: A) cruet B) table setting C) kitchen cupboard D) cabinet E) store
Answer:",B
"Question: Where would you put a dollar if you want to go to a store and buy something with it?
Choices: A) cash drawer B) teh bank C) safety deposit box D) pocket E) piggy bank
Answer:",D
"Question: What room is likely to have a sideboard on the counter?
Choices: A) home B) serve food buffet C) dining room D) living room E) kitchen
Answer:",E
"Question: What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?
Choices: A) airplane B) scooter C) motorboat D) car E) motor vehicle
Answer:",A
"Question: What mall store sells jeans for a decent price?
Choices: A) clothing store B) bedroom C) thrift store D) apartment E) gap
Answer:",E
"Question: Where can a bath towel be borrowed?
Choices: A) cupboard B) at hotel C) swimming pool D) clothes line E) backpack
Answer:",B
"Question: Why do people stop caring about their problems?
Choices: A) no problems B) better themselves C) face problems D) learn from each other E) become disillusioned
Answer:",E
"Question: John rode on the plain until it reached the ocean and couldn't go any farther. What might he have bee on?
Choices: A) mountain B) fancy C) sandplain D) cliff E) gorge
Answer:",D
"Question: They were never going to be big actors, but they all had passion for the local what?
Choices: A) theater B) opera C) show D) television E) blockbuster feature
Answer:",A
"Question: Where would you use a folding chair but not store one?
Choices: A) beach B) city hall C) closet D) garage E) school
Answer:",A
"Question: If you spend a long time shopping in uncomfortable shoes, you might develop what?
Choices: A) tiredness B) calluses C) bankruptcy D) standing in line E) sleepyness
Answer:",B
"Question: What does impeachment mean for the president?
Choices: A) vote B) election C) trouble D) board room E) corporation
Answer:",C
"Question: Noble citizen of the Roman empire believed those born with lower status were what to them?
Choices: A) loser B) ignoble C) peasant D) inferior E) plebeian
Answer:",D
"Question: Spraining an ankle while playing baseball will cause what?
Choices: A) strikes B) eating C) injury D) sore muscles E) pain
Answer:",E
"Question: John was traveling to a new city and took time to check out a business.  He noticed that its carpet was stained with sauces and ketchup. What type of business might that be?
Choices: A) bedroom B) chair C) bowling alley D) at hotel E) restaurant
Answer:",E
"Question: If you have a condo in a Wisconsin city known for beer, where are you?
Choices: A) city B) electrical circuit C) residential area D) suburbia E) milwaukee
Answer:",E
"Question: Where is hard to read note likely to be?
Choices: A) fridge B) sheet music C) desk D) bed E) medical chart
Answer:",E
"Question: How does someone go about buying beer?
Choices: A) have no money B) pants C) relaxation D) lose money E) spend money
Answer:",E
"Question: If there is gum on your shoe where did it likely come from?
Choices: A) shelf B) movies C) sidewalk D) water fountain E) table
Answer:",C
"Question: If a person isn't able to pay their bills what must they do?
Choices: A) know everything B) acknowledgment C) make more money D) throw a party E) spare time
Answer:",C
"Question: What is main benefit to exercising?
Choices: A) losing weight B) healthy C) get in shape D) weight loss E) sweat
Answer:",C
"Question: Steve thought that it was possible, but he agreed that it was what?
Choices: A) no go B) unable C) unlikely D) impossibility E) cant do
Answer:",C
"Question: What region of a west coast U.S. city would you find a Japanese restaurant?
Choices: A) california B) tokio C) downtown D) narnia E) large town
Answer:",C
"Question: What is a tactic used to interfere with learning about science?
Choices: A) repetition B) sense of wonder C) accidents D) intimidation E) increased knowledge
Answer:",D
"Question: What do people usually feel when falling in love?
Choices: A) getting married B) pain C) happiness D) getting married E) suffering
Answer:",C
"Question: The tiger was stuck in what animal prison where he got lazy and fat?
Choices: A) jungle B) zoo C) kill D) india E) eat cake
Answer:",B
"Question: What do parents tell a child to do on the weekend?
Choices: A) study B) begin school C) go out to play D) row boat E) clean room
Answer:",C
"Question: Why are dogs often known as man's best friend?
Choices: A) aggressive B) friendly C) very loyal D) found outside E) very smart
Answer:",C
"Question: Where can you buy a two wheel transportation machine?
Choices: A) boat B) michigan C) train station D) bicycle shop E) trunk of car
Answer:",D
"Question: Where might an alien use a vacuum?
Choices: A) space B) closet C) kitchen D) orbit E) container
Answer:",A
"Question: Where do you buy condoms?
Choices: A) supermarket B) sock drawer C) cd store D) medicine chest E) bedroom
Answer:",A
"Question: What animal is known for being a follower?
Choices: A) goat B) expensive C) lion D) wolf E) meadow
Answer:",A
"Question: The soldier was told to get to the rendezvous point, for there he was suppose to what?
Choices: A) fight enemy B) go to war C) fight for freedom D) wait for orders E) follow instructions
Answer:",D
"Question: If you want to kill someone you can do what to them with a gun?
Choices: A) sip through B) damnation C) shoot D) commit crime E) eat breakfast
Answer:",C
"Question: The hostess greeted the employees to the program, she then led them to their what?
Choices: A) group people B) welcome guests C) occupations D) work room E) seat customer
Answer:",D
"Question: Where is a likely place to store unused soap?
Choices: A) cabinet B) supermarket C) jail D) butt E) own home
Answer:",A
"Question: Loss of someone you love can cause what kind of feeling in your heart?
Choices: A) painful B) happy C) blind D) contagious E) bring joy
Answer:",A
"Question: Where in your home would you keep a ballpoint pen when not in use?
Choices: A) backpack B) bank C) desk drawer D) eat cake E) office desk
Answer:",C
"Question: James was someone who was caught in his own delusions.  To him, the truth didn't do what what?
Choices: A) work to advantage B) matter to C) help D) free mind E) further knowledge
Answer:",B
"Question: He wanted to live somewhere were every yard was uniform in size and landscaping, where should he look for a house?
Choices: A) city B) three feet C) subdivision D) parking garage E) michigan
Answer:",C
"Question: The flasks was used to distill elements, where was is being used?
Choices: A) laboratory B) chemistry lab C) coat pocket D) after hours speakeasy E) bordello
Answer:",B
"Question: What was the man encouraged to do after he expressed his anger violently?
Choices: A) cool off B) punch C) illustrate point D) fight E) release energy
Answer:",A
"Question: Where can a student learn to play a triangle?
Choices: A) math class B) math book C) in pythagorus' band D) orchestra E) music class
Answer:",E
"Question: What do you need to do to use television if it is already turned on?
Choices: A) get wet B) open eyes C) kill D) plug in E) first turn on power
Answer:",B
"Question: The guys had a regular poker game, rather than going to the movies this what their what?
Choices: A) competition B) fun game C) losing money D) fun E) social event
Answer:",E
"Question: When you stroke a dogs fur what have you done?
Choices: A) start fighting B) play C) lots of attention D) petted E) bone
Answer:",D
"Question: Dan fell off a bar stool.  He did this because he was what than ever before?
Choices: A) kitchen B) drunker C) tavern D) restaurant E) shorter
Answer:",B
"Question: The wood was still rough to the touch, what did the woodworker have to do?
Choices: A) petrify B) sanded C) warp D) composted E) clean
Answer:",B
"Question: The chief saw his entire tribe wiped out, he was a leader with a single what?
Choices: A) peon B) indian C) minister D) follower E) employee
Answer:",D
"Question: The flower grew tall to compete for sunlight, what did its neighbor do?
Choices: A) blossom B) park C) open D) cast shadow E) vase
Answer:",D
"Question: If while driving to work another car makes a careless maneuver, what emotion might you feel?
Choices: A) boredom B) happiness C) transportation cost D) getting there E) road rage
Answer:",E
"Question: What kind of food makes someone sick?
Choices: A) boat B) necessary to live C) edible D) unhealthy E) kitchen
Answer:",D
"Question: Where would you find the sharpest parts of a triangle?
Choices: A) three vertices B) point C) 3 sides D) three sides E) math book
Answer:",A
"Question: How might a automobile get off a freeway?
Choices: A) exit ramp B) garage C) driveway D) repair shop E) stop light
Answer:",A
"Question: What does going to bed with your spouse for sex lead to?
Choices: A) bad dreams B) a good nights sleep C) rest D) sleepiness E) get pregnant
Answer:",E
"Question: What would it be if they get a surprising show over and over?
Choices: A) surprise B) fight C) annoyance D) might scare E) irritated
Answer:",C
"Question: Sally thought that competing wasn't worth the risk. If she pushed more what might happen?
Choices: A) pressure B) trying harder C) put harder D) enemies E) death
Answer:",E
"Question: John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?
Choices: A) eating food B) public place C) race track D) at hotel E) public building
Answer:",C
"Question: What event might one buy tickets for seats?
Choices: A) park B) show C) auditorium D) movies E) rest area
Answer:",B
"Question: The merchant wanted to open in a high-traffic space, where did he rent space?
Choices: A) mall B) business C) store D) sale E) sell goods
Answer:",A
"Question: The newlyweds began copulating their marriage, they wanted many what?
Choices: A) babies B) odors C) sadness D) rapport E) ejaculation
Answer:",A
"Question: How does a planet usually move around the sun?
Choices: A) writing B) universe C) outer space D) outerspace E) orbit
Answer:",E
"Question: When a group of people are talking at work they might be doing what?
Choices: A) having a concert. B) cough C) sharing of ideas D) speak E) sneeze
Answer:",C
"Question: What emotion leads to punching?
Choices: A) fists B) hitting C) boxing gloves D) anger E) hands
Answer:",D
"Question: They kept doing things the same, she suggested they also try doing things what?
Choices: A) differently B) otherwise C) expensive D) only E) mere
Answer:",A
"Question: Where could you find a shark before it was caught?
Choices: A) pool hall B) tomales bay C) marine museum D) business E) desert
Answer:",B
"Question: Where is one likely to find poker chips?
Choices: A) supermarket B) pantry C) motherboard D) bar E) bar
Answer:",D
"Question: Dance can be elegant and specific, or you can just have fun and what?
Choices: A) falling down B) trip C) fall down D) move around E) celebrate
Answer:",D
"Question: Where can one obtain a bass fiddle?
Choices: A) jazz band B) string quartet C) group band D) nursery rhyme E) music store
Answer:",E
"Question: Why does having a disability sometimes making academic tasks hard for a person?
Choices: A) mentally challenged B) have choice C) lots of space D) hungry E) acknowledgment
Answer:",A
"Question: What is the purpose of playing games for children?
Choices: A) winning B) learning C) losing D) fatigue E) skill
Answer:",B
"Question: If for some reason you were to start killing people, what would you be likely to receive?
Choices: A) feelings of guilt B) prison sentence C) terrible D) encouragement E) die
Answer:",B
"Question: If someone laughs after surprising them they have a good sense of what?
Choices: A) joy B) fight C) frightened D) humor E) laughter
Answer:",D
"Question: People played a variety of games in the soccer field.  It was the closest thing they had to what?
Choices: A) town B) beach C) park D) near E) outside
Answer:",C
"Question: What is likely to have a better school cafeteria?
Choices: A) high school B) canteen C) polytechnic D) large room E) all kinds of schools
Answer:",C
"Question: When someone has little knowledge and is judging someone they are considered what?
Choices: A) objectivity B) knowing yourself C) experience D) ignorance E) introduction
Answer:",D
"Question: She wanted to get in shape, but she couldn't stay focused on the hour long what?
Choices: A) sweating B) excercise C) work out D) video E) swim
Answer:",C
"Question: When you do something and have fun, its something you?
Choices: A) spontaneous B) stop working C) pay for D) do like E) do enjoy
Answer:",E
"Question: What is a salesman responsible to do at work?
Choices: A) traveling to chicago B) get fired C) books D) sell products E) service account
Answer:",D
"Question: How does going jogging generally affect one's self esteem?
Choices: A) feel better B) feel pride C) sweating D) ocean E) arthritis
Answer:",A
"Question: Where would you find people standing in a line outside?
Choices: A) bus depot B) end of line C) opera D) neighbor's house E) meeting
Answer:",A
"Question: If you are committing perjury you have done what while under oath?
Choices: A) crime B) disrespect judge C) embarrassment D) lie E) indictment
Answer:",D
"Question: Where can you find the meaning of ""ficus""?
Choices: A) dictionary B) apartment C) libary D) middle east E) arboretum
Answer:",A
"Question: When are people buying products more?
Choices: A) debt B) economic boom C) being able to use D) disagreements E) trading
Answer:",B
"Question: The buildings were intended to not have residential kitchens in them, what were they designed for?
Choices: A) large city B) small C) eat cake D) university E) town
Answer:",D
"Question: Animals come in all types, some fly thanks to their lightweight hollow what?
Choices: A) tails B) bones C) eyes D) heads E) bodies
Answer:",B
"Question: The child felt like it was all pretend, he didn't understand what?
Choices: A) people believe B) daydreams C) transcendentalism D) laughter E) religion
Answer:",E
"Question: Where is a lake likely to be glacial?
Choices: A) michigan B) new york C) new york D) mountains E) countryside
Answer:",D
"Question: They needed grape juice for their party, they went to buy it and other snacks at the what?
Choices: A) field B) restaurant C) salad D) market E) food store
Answer:",E
"Question: Why do some people get passports and go to different locations?
Choices: A) believe in god B) smoke marijuana C) desire to travel D) use weapons E) throw away
Answer:",C
"Question: Where do apples form on an apple tree?
Choices: A) south africa B) sunshine C) new york D) bloom E) trunk
Answer:",D
"Question: Where areas are there likely to be many nightclubs?
Choices: A) manhattan B) drink and dance C) alcohol D) major city E) downtown area
Answer:",D
"Question: What can machines do that humans cannot?
Choices: A) fail to work B) perform work C) answering questions D) see work E) fly
Answer:",E
"Question: What does someone stop doing when being dead?
Choices: A) moving B) working C) breathing D) alive E) deadworks
Answer:",C
"Question: The place where my linen closet is really needs repainting a light color as it only has one overhead light.
Choices: A) house B) home C) pool house D) hallway E) bedroom
Answer:",D
"Question: Punk rock music is an important part of what action sport?
Choices: A) skate B) listen C) opera D) opera E) relax
Answer:",A
"Question: Where might a mouse be found to make it country?
Choices: A) kitchen B) cook C) computer lab D) old barn E) research laboratory
Answer:",D
"Question: Where is a bird likely to make it's home?
Choices: A) forest B) nest C) roof D) leaves E) sky
Answer:",A
"Question: When a person suffers from hunger early in the day what do they do?
Choices: A) eat hamburger B) eat breakfast C) open fridge D) buy food E) cook dinner
Answer:",B
"Question: How would you express information if you do not have a pen or pencil?
Choices: A) may disagree B) close mouth C) write down D) talk E) eyes
Answer:",D
"Question: What does everyone feel of monsters?
Choices: A) looking for love B) afraid of C) good at D) make pet E) different
Answer:",B
"Question: Why does someone want to examine thing closely?
Choices: A) buy B) learn about C) buy D) complex E) interesting
Answer:",B
"Question: What does 	drinking alcohol lead to?
Choices: A) have fun B) intoxication C) vomiting D) drinking more alcohol E) nausea
Answer:",B
"Question: Where would your hear a bass clarinet along side other wood wind instruments?
Choices: A) opera house B) school band C) music store D) orchestra E) bathroom stall
Answer:",D
"Question: What is the opposite of a little of something?
Choices: A) much B) plenty C) more D) big E) lot of
Answer:",E
"Question: The princess was pure, the evil wizard wished to do what to her?
Choices: A) dirty B) tarnish C) corrupt D) contaminated E) applied
Answer:",C
"Question: The piece of paper was worth a lot of money, it was an old Apple Inc what?
Choices: A) notebook B) copy machine C) stock certificate D) ream E) thumb drive
Answer:",C
"Question: During the winter hunt he could hear every motion in the woods, this was because of the what of everything?
Choices: A) being still B) silence C) stationary D) stillness E) standing still
Answer:",D
"Question: If a car-less person want to listen to talk radio in private, where might they listen to it?
Choices: A) trunk B) bedroom C) diner D) space shuttle E) shop
Answer:",B
"Question: Billy was an astronaut.  When he looked at the world from space, how did it look?
Choices: A) diverse B) round C) square D) orange E) complicated
Answer:",B
"Question: Where is a good place to have a fireplace in a house?
Choices: A) big house B) train C) cabin D) living room E) home
Answer:",D
"Question: If you own a cat where is the last place you'd want to find it?
Choices: A) trouble B) dog's mouth C) backyard D) nature E) home
Answer:",B
"Question: Where would you find a kosher deli along side a number of different places to eat?
Choices: A) los angeles B) food court C) new york city D) jewish community E) jewish neighborhoods
Answer:",B
"Question: What do you do when you're going to market?
Choices: A) buy food B) see other people C) buying vegetables D) buy a fat pig E) traveling
Answer:",A
"Question: She feared that she had cancer, but upon discovering truth that she hadn't, what was her attitude toward life?
Choices: A) conclusion B) pain C) happiness D) relief E) boring
Answer:",C
"Question: What is the feeling of one having fun?
Choices: A) smiling B) pleasure C) hurt D) injuries E) laughter
Answer:",B
"Question: If I keep getting crumbs under my table, what should I put under it?
Choices: A) conference B) neighbor's house C) rug D) net E) card room
Answer:",C
"Question: Christians believe you will go to heaven if you're what?
Choices: A) unable to work B) born again C) change of color D) dead E) no longer exist
Answer:",B
"Question: James loved to surf but he wasn't good at it. He would always do what?
Choices: A) wipe out B) enjoy yourself C) start fighting D) get wet E) drown
Answer:",A
"Question: Sarah gave her brother a guy to her home.  While she was gone, he used it to do what?
Choices: A) front door B) turn lock C) solution to problem D) install E) open doors
Answer:",E
"Question: When did mammoth's live?
Choices: A) boscage B) forest C) prehistory D) prehistoric times E) ancient times
Answer:",E
"Question: After killing people, the murderer went to church after feeling what?
Choices: A) murder B) remorse C) religious D) retaliation E) anguish
Answer:",B
"Question: What might result in an unsuccessful suicide attempt?
Choices: A) die B) interruption C) bleed D) hatred E) dying
Answer:",B
"Question: What can happen if you are buying products that someone else does not want you to buy?
Choices: A) joy B) disagreements C) agony D) pleasure E) owning
Answer:",B
"Question: The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?
Choices: A) show appreciation B) asking for C) exchanging D) say thank E) smile
Answer:",D
"Question: Bob stands in the grass surrounded by trees and nature, where is Bob?
Choices: A) rest area B) desert C) state park D) fairgrounds E) soccer game
Answer:",C
"Question: Bart entered his horse into the contest.  Where did he do this?
Choices: A) circus B) in kentucky C) western movie D) central park E) state fair
Answer:",E
"Question: From where does a snowflake form?
Choices: A) cloud B) snow storm C) billow D) air E) snowstorm
Answer:",A
"Question: All the power tools like the drill used for fixing cars made for a very loud workplace where?
Choices: A) basement B) work shop C) tool shed D) repair shop E) store room
Answer:",D
"Question: Applying for a job can make someone feel what sort of emotion, even if they get it?
Choices: A) working hard B) frustration C) rejection D) defeat E) stress
Answer:",E
"Question: A farmer sees a weasel in the woods, where is the farmer?
Choices: A) chicken coop B) beach C) fairytale D) great outdoors E) corn fields
Answer:",D
"Question: He picked up the perfect pebble, he planned to skip it across the entire small what?
Choices: A) manual B) lake C) aquarium D) pond E) playground
Answer:",D
"Question: Traveling from new place to new place is likely to be what?
Choices: A) going somewhere B) exhilarating C) diarrhea D) relocation E) exhausting
Answer:",B
"Question: Turkey only has a small northern part of their country located in part of the what?
Choices: A) middle east B) oven C) balkan peninsula D) provide meat E) asia minor
Answer:",C
"Question: Where might someone store a reusable shopping bag?
Choices: A) supermarket B) home C) mart D) obesity E) closet
Answer:",E
"Question: How could you have fun by yourself with no one around you?
Choices: A) fairgrounds B) watching television C) tired D) enjoyable E) friend's house
Answer:",B
"Question: The potato might be the official vegetable of what?
Choices: A) vegans B) kitchen cupboard C) restaurants D) chicken E) maryland
Answer:",E
"Question: Where is the sky most beautiful?
Choices: A) planetarium B) outdoors C) atmosphere D) night E) photo
Answer:",B
"Question: What type of fruit is easily broken in to sections?
Choices: A) slide B) citrus C) band D) orchestra E) coconut
Answer:",B
"Question: Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?
Choices: A) excruciating pain B) passing out C) death D) drunk E) exhaustion
Answer:",B
"Question: Billy liked driving cars.  He was good at it.  But he was rattled ever since his father experienced what?
Choices: A) transportation B) pollution C) stress D) death E) go somewhere
Answer:",D
"Question: I am cold, what should I do to stay warm?
Choices: A) stay in bed B) light fire C) freezer D) lay on ice E) spit
Answer:",B
"Question: Copulating with the wrong partner may be ill advised, many diseases can be transferred that can cause different types of what?
Choices: A) intense pleasure B) ejaculation C) period of rest D) enjoyment E) skin irritation
Answer:",E
"Question: What do audiences clap for?
Choices: A) cinema B) theatre C) movies D) show E) hockey game
Answer:",D
